No.,Item,Description,Date,"Transaction
Type",Quantity,Unit,Assigned,Assign history,Status,S/N,Remark
237,Logitech-Wireless mouse,IT-Backup,2024-12-03 00:00:00,out,1.0,pcs,Tú Trinh (Acc),,,2202LZXJ36J8,
238,Mouse,,2024-12-03 00:00:00,In,1.0,pcs,,Tú Trinh (Acc),,,
239,Mouse,Thy (Acc) & Minh (Ecom) trả ,2024-12-03 00:00:00,In,2.0,pcs,,,,,
240,HP 194V,IT-Backup,2024-12-03 00:00:00,In,1.0,pcs,,PO04-VN20,Still use,3CQ7490XG4,
241,Canon LBP 2900,IT-Backup,2024-12-03 00:00:00,In,1.0,pcs,,PO04-VN20,Still use,NMYA585779,
242,Keyboard,IT-Backup,2024-12-03 00:00:00,In,1.0,pcs,,PO04-VN20,Still use,,
243,Mouse,IT-Backup,2024-12-03 00:00:00,In,1.0,pcs,,PO04-VN20,Still use,,
244,HP-Display port to VGA,IT-Backup,2024-12-03 00:00:00,In,1.0,pcs,,PO04-VN20,Still use,3380795,
245,Datalogic QW2100,IT-Backup,2024-12-03 00:00:00,In,1.0,pcs,,PO04-VN20,Still use,G20L70055,
246,OptiPlex 3090 Micro,IT-Backup,2024-12-03 00:00:00,In,1.0,pcs,,PO04-VN20,Still use,DHC4LQ3,
247,Epson TM-82III,IT-Backup,2024-12-03 00:00:00,In,1.0,pcs,,PO04-VN20,Still use,X7B9022730,
248,HDMI to HDMI - Unitek ,Thay cho chị Uyên,13/3/2024,out,1.0,pcs,Chị Uyên,,,,
249,Unitek - HDMI to VGA,,13/3/2024,in,1.0,pcs,,,Still use,,
250,Mouse,,13/3/2024,out,1.0,pcs,Thy,,,,
251,Poscom,,13/3/2024,in,1.0,pcs,,PO04-VN20,Still use,B5AT100015,
252,Datalogic QW2100,IT-Backup,13/3/2024,in,1.0,pcs,,VN13,Still use,G21M82792,
253,HP Laser NEVERSTOP 1000W,IT-Backup,13/3/2024,in,1.0,pcs,,VN13,Still use,CNBRP8297B,
254,Pole Display VFD,IT-Backup,13/3/2024,in,1.0,pcs,,VN13,Still use,211130000039,
255,Epson TM-82III,IT-Backup,13/3/2024,in,1.0,pcs,,VN13,Still use,X7BA002787,
256,Keyboard,IT-Backup,13/3/2024,in,1.0,pcs,,VN13,Still use,,
257,Mouse,IT-Backup,13/3/2024,in,1.0,pcs,,VN13,Still use,,
258,HP ProDesk 400 G3 DM,IT-Backup,13/3/2024,in,1.0,pcs,,VN13,Still use,8CG8052W2J,
259,HP 190V,IT-Backup,13/3/2024,in,1.0,pcs,,VN13,Still use,1CR8371GSK,
260,Poscom,IT-Backup,13/3/2024,in,1.0,pcs,,VN13,Still use,20201130017,
261,Laptop Dell Latitude 5430,Cấp tạm cho chị Uyên,27/02/2024,out,1.0,Pcs,Chị Uyên,quynh.nguyennhu (Bata),,4084RV3,
262,HP ProDesk 400 G3 DM,,21/03/2024,out,1.0,pcs,Intern Accounting,,,8CG75234Q1,
263,Mouse,,21/03/2024,out,1.0,pcs,Intern Accounting,,,,
264,Keyboard,,21/03/2024,out,1.0,pcs,Intern Accounting,,,,
265,Unitek - HDMI to VGA,,21/03/2024,in,1.0,pcs,,,,,
266,Ram 4Gb,Upgragde for linh.thainhat's Laptop,21/03/2024,out,1.0,pcs,linh.thainhat,,,,
267,Laptop Dell Latitude 3520,AMMAVNCEC000022,25/03/2024,out,1.0,pcs,Tạ Quỳnh Trang (Coe),,,DP8VKG3,
268,Laptop Thinkpad X280,22VN00110047 (IT Backup),25/03/2024,in,1.0,pcs,,VE05,,PC0VSNXT,
269,Mouse,,25/03/2024,in,1.0,pcs,,,,,
270,Pole Display VFD,,25/03/2024,in,1.0,pcs,,VE05,,211130000049,
271,Hub Usb Unitek - 4 Port,,25/03/2024,in,1.0,pcs,,,,,
272,Datalogic QW2100,,25/03/2024,in,1.0,pcs,,VE05,,G21EB1582,
273,XPrinter XP-K300L,,25/03/2024,in,1.0,pcs,,VE05,,XPK300L-BM2105270026,
274,Usb to Lan - Ugreen,,25/03/2024,in,1.0,pcs,,,,,
275,Cash Drawer-Maxcode,,25/03/2024,in,1.0,pcs,,VE05,,M3302021060049,
276,Maken MK410,Preparing for Converse Vincom Thao Dien,25/03/2024,Out,1.0,pcs,VN15,,,MK410221102420,
277,D-Link DES-1016D,Preparing for Converse Vincom Thao Dien,25/03/2024,Out,1.0,pcs,VN15,PO02,,F30637A004130,
278,Pole Display LD220-HP,Preparing for Converse Vincom Thao Dien,25/03/2024,Out,1.0,pcs,VN15,PO02,,2TD843AAAT,
279,Hub Usb Unitek - 4 Port,Preparing for Converse Vincom Thao Dien,25/03/2024,Out,1.0,pcs,VN15,,,,
280,Datalogic QW2100,Preparing for Converse Vincom Thao Dien,25/03/2024,Out,1.0,pcs,VN15,VE05,,G21EB1582,
281,Epson TM-82III,Preparing for Converse Vincom Thao Dien,25/03/2024,Out,1.0,pcs,VN15,VN20,,X7B9022730,
282,Canon LBP 2900,Preparing for Converse Vincom Thao Dien,25/03/2024,Out,1.0,pcs,VN15,VN14,,NMYA744682,
283,Laptop Dell Latitude 3520,Phong trả máy,2024-03-04 00:00:00,in,1.0,pcs,,phong.phanhoai,,6R4JGL3,
284,Laptop Dell Latitude 3520,Trần Thị Toàn Mỹ resigned,2024-08-04 00:00:00,in,1.0,pcs,,my.tranthitoan,,6SYF7S3,
285,Brother Label,,2024-08-04 00:00:00,out,1.0,pcs,,,,,
286,HP Probook 440 G9,ZV10 trả về ,2024-08-04 00:00:00,in,1.0,pcs,,zv10,,5CD236BCT6,
287,Power socket,"ZV10 trả về, bỏ chung balo với laptop zv10",2024-08-04 00:00:00,in,1.0,pcs,,zv10,,,
288,Datalogic QW2100,"ZV10 trả về, bỏ chung balo với laptop zv10",2024-08-04 00:00:00,in,1.0,pcs,,zv10,,,
289,Epson TM-82III,ZV10 trả về ,2024-08-04 00:00:00,in,1.0,pcs,,zv10,,X7B9022774,
290,Mouse,,2024-08-04 00:00:00,in,1.0,pcs,,zv10,,,
291,Unitek - HDMI to VGA,,2024-08-04 00:00:00,out,1.0,pcs,Sơn PD ,,,,
292,Maken MK410,VI06 đóng store,2024-10-04 00:00:00,in,1.0,pcs,,VI06,,MK410211201036,
293,Epson TM-82III,VI06 đóng store,2024-10-04 00:00:00,in,1.0,pcs,,VI06,,X7BA007402,
294,Mouse,VI06 đóng store,2024-10-04 00:00:00,in,1.0,pcs,,VI06,,,
295,Datalogic QW2100,VI06 đóng store,2024-10-04 00:00:00,in,1.0,pcs,,VI06,,G22EB4216,
296,Pole Display VFD,VI06 đóng store,2024-10-04 00:00:00,in,1.0,pcs,,VI06,,,
297,HP Probook 440 G9,VI06 đóng store,2024-10-04 00:00:00,in,1.0,pcs,,VI06,,5CD2409YYT,
298,Usb to Lan - Orico,VI06 đóng store,2024-10-04 00:00:00,in,1.0,pcs,,VI06,,,
299,Keyboard,,2024-10-04 00:00:00,out,1.0,pcs,Linh MD,,,,
300,Laptop Dell Latitude 5430,,19/04/2024,in,1.0,pcs,,Trương Văn Tín Trà,,5CD73626Y5 ,
301,Laptop Dell Latitude 3520,,19/04/2024,in,1.0,pcs,,Trần Trung Tiến,,B65JGL3,
302,Maken MK410,,24/04/2024,in,1.0,pcs,,,,MK410221102420,
303,D-Link DES-1016D,,24/04/2024,in,1.0,pcs,,,,F30637A004130,
304,Pole Display LD220-HP,,24/04/2024,in,1.0,pcs,,,,2TD843AAAT,
305,Hub Usb Unitek - 4 Port,,24/04/2024,in,1.0,pcs,,,,,
306,Datalogic QW2100,,24/04/2024,in,1.0,pcs,,,,G21EB1582,
307,Epson TM-82III,,24/04/2024,in,1.0,pcs,,,,X7B9022730,
308,Canon LBP 2900,,24/04/2024,in,1.0,pcs,,,,NMYA744682,
309,Modem 4G TP-Link M7350,,24/04/2024,in,1.0,pcs,,,,2223200001560,
310,Laptop Dell Latitude 3520,,29/02/2024,out,1.0,pcs,ZV13,hieu.nguyenvutrung,,6XSSKS3,
311,Maken MK410,,24/04/2024,out,1.0,pcs,ZV13,,,MK410221102420,
312,Datalogic QW2100,,24/04/2024,out,1.0,pcs,ZV13,,,G21EB1582,
313,Hub Usb Unitek - 4 Port,,24/04/2024,out,1.0,pcs,ZV13,,,,
314,Epson TM-82III,,24/04/2024,out,1.0,pcs,ZV13,,,X7B9022730,
315,Modem 4G TP-Link M7350,,24/04/2024,out,1.0,pcs,ZV13,,,2223200001560,
316,Mouse,,24/04/2024,out,1.0,pcs,ZV13,,,,
317,Unitek - HDMI to VGA,,2024-02-05 00:00:00,out,1.0,pcs,Minh ecom,,,,
318,Aoc E960S,,2024-02-05 00:00:00,in,1.0,pcs,,,,,
319,Ram 4Gb,,2024-02-05 00:00:00,out,1.0,pcs,Thanh MD,,,,
320,Nec Model NP210,Old projector ,2024-02-05 00:00:00,in,1.0,pcs,,Small Meeting room,,,
321,HP 194V,IT-Backup,2024-12-03 00:00:00,In,1.0,pcs,Huan,PO04-VN20,,3CQ7490XG4,
322,Laptop Dell Latitude 3520,Nguyễn Hoàng Loan resigned,2024-10-05 00:00:00,in,1.0,pcs,,Loan.nguyenhoang,,71GCGG3,
323,Laptop Dell Latitude 3520,linh.thainhat resigned,2024-10-05 00:00:00,in,1.0,pcs,,linh.thainhat,,HGBJGL3,
324,Lexar-32Gb,handover for Ms.Maya ,2024-10-05 00:00:00,out,1.0,pcs,,,,,
325,SIM 4G Viettel,"For O2O - NB Nguyễn Trãi (VA11) & NB Vincom Thảo Điền (VA05)
150GB/month (5GB/day), 12 month duration, only for 4G Data",22/05/2024,In,2.0,pcs,,,,"8984048000915554577
8984048000915554707",
326,SIM 4G Viettel,,23/05/2024,Out,1.0,pcs,VA05,,,8984048000915554577,
327,Lenovo tab M8,IMEI: 862854053046774,23/05/2024,Out,1.0,pcs,VA05,,,HA1JZCBD,
328,SIM 4G Viettel,,23/05/2024,Out,1.0,pcs,VA11,,,8984048000915554707,
329,Lenovo tab M8,IMEI: 862854053049877,23/05/2024,Out,1.0,pcs,VA11,,,HA1JZYJG,
330,Mercusys,Send to VN05 for FG SDWAN project,24/05/2024,Out,1.0,pcs,VN05,5/24/2024: handover to VN05,,22253D9009592,
331,D-LINK DIR-619L,Set up for VN10,2024-10-06 00:00:00,Out,1.0,pcs,VN10,,,RZPK2G2000820,
332,Mercusys,Set up for VN10,2024-10-06 00:00:00,Out,1.0,pcs,VN10,,,,
333,Ugreen 4 port,Setup for VN16,13/06/2024,Out,1.0,pcs,VN16,,,,
334,Laptop Dell Latitude 3520,Thu hồi từ chị Bình [Đổi máy],13/06/2024,In,1.0,pcs,,binh.ngotieu,,BR9VKG3,
335,Laptop Dell Latitude 3520,Thu chị Nhung [Resigned],13/06/2024,In,1.0,pcs,,nhung.nguyenthituyet,,5YSSKS3,
336,Laptop Dell Latitude 5430,Thu chị Tuyết Retail Manager [Resigned],13/06/2024,In,1.0,pcs,,Tuyet.tranthikim,,B8972T3,
337,Postek printer,"For O2O - NB Nguyễn Trãi (VA11) & NB Vincom Thảo Điền (VA05)
150GB/month (5GB/day), 12 month duration, only for 4G Data",13/06/2024,Out,2.0,pcs,,,,,
338,HP-Display port to VGA,,20/06/2024,in,1.0,pcs,,,,,
339,OptiPlex 3090 Micro,Intern mkt resigned,20/06/2024,in,1.0,pcs,,Intern mkt,,CHC4LQ3,
340,HP 19,Intern mkt resigned,20/06/2024,In,1.0,pcs,,Intern mkt,,3CQ1470DS3,
341,Epson TM-82III,Swap for VE12,24/06/2024,Out,1.0,pcs,VE12,ZV10,,X7B9022774,
342,SIM 4G Viettel,Sóng nam giao,24/06/2024,in,1.0,pcs,,,,1699950701 ,
343,Postek printer,Sóng nam giao,2024-02-07 00:00:00,in,1.0,pcs,,,,I1624C0017,
344,Postek printer,Sóng nam giao,2024-02-07 00:00:00,in,1.0,pcs,,,,I1624C0018,
345,Postek printer,Sóng nam giao,24/06/2024,out,2.0,pcs,,,"For O2O - NEW BALANCE CRESCENT MALL(VA06) &  NEW BALANCE VAN HANH MALL(VA01)
150GB/month (5GB/day), 12 month duration, only for 4G Data",,
346,Lenovo tab M8,Sóng nam giao,24/06/2024,out,2.0,pcs,,,For O2O - NEW BALANCE CRESCENT MALL(VA06) &  NEW BALANCE VAN HANH MALL(VA01),,
347,Maken MK410,Preparing for Converse Vincom Thao Dien,25/03/2024,In,1.0,pcs,VN15,,,MK410221102420,
348,D-Link DES-1016D,Preparing for Converse Vincom Thao Dien,25/03/2024,In,1.0,pcs,VN15,PO02,,F30637A004130,
349,Pole Display LD220-HP,Preparing for Converse Vincom Thao Dien,25/03/2024,In,1.0,pcs,VN15,PO02,,2TD843AAAT,
350,Hub Usb Unitek - 4 Port,Preparing for Converse Vincom Thao Dien,25/03/2024,In,1.0,pcs,VN15,,,,
351,Datalogic QW2100,Preparing for Converse Vincom Thao Dien,25/03/2024,In,1.0,pcs,VN15,VE05,,G21EB1582,
352,Epson TM-82III,Preparing for Converse Vincom Thao Dien,25/03/2024,In,1.0,pcs,VN15,VN20,,X7B9022730,
353,Canon LBP 2900,Preparing for Converse Vincom Thao Dien,25/03/2024,In,1.0,pcs,VN15,VN14,,NMYA744682,
354,Datalogic QW2100,VN03,2024-03-07 00:00:00,out,1.0,pcs,,,,G20L70055,
355,Ổ SSD 500 Gb,Sóng Nam giao,2024-04-07 00:00:00,in,2.0,pcs,,,,,
356,Ổ SSD 500 Gb,Thay cho C.linh và  P.Thạnh,2024-04-07 00:00:00,out,2.0,pcs,,,,,
357,Ổ SSD 256 Gb,Từ lap của C.linh và  P.Thạnh,2024-04-07 00:00:00,in,2.0,pcs,,,,,
358,Epson TM-82III,thu hồi từ VE12,24/06/2024,in,1.0,pcs,VE12,,,X7B9025195,
359,Epson TM-82III,Chuyển cho VE12,24/06/2024,out,1.0,pcs,VE12,,,X7B9022774,
360,Canon LBP 2900,CHUYỂN CHO VO02,2024-09-07 00:00:00,out,1.0,pcs,VO02,,,NMYA783808,
361,HP Laserjet pro M15w,CHUYỂN CHO VC04,2024-09-07 00:00:00,out,1.0,pcs,VC04,,,VNC3K04070 ,
362,EchoLife EG8145V5,VC05 closed,2024-11-07 00:00:00,in,1.0,pcs,,,,48575443C27F06A5,
363,Toto link,VC05 closed,2024-11-07 00:00:00,in,1.0,pcs,,,,A3002RU20C900798,
364,XPRINTER,VC05 closed,2024-11-07 00:00:00,in,1.0,pcs,,,,XPK300L-BM2105270036,
365,Scanning gun,VC05 closed,2024-11-07 00:00:00,in,1.0,pcs,,,,G21EB1552,
366,Mercusys,VC05 closed,2024-11-07 00:00:00,in,1.0,pcs,,,,22172W5002275,
367,Cash drawer of mall,VC05 closed,2024-11-07 00:00:00,in,1.0,pcs,,,,M3302021060571,
368,hp laser neverstop 1000w,VC05 closed,2024-11-07 00:00:00,in,1.0,pcs,,,,CNBRP8339N,
369,Pole Display VFD,VC05 closed,2024-11-07 00:00:00,in,1.0,pcs,,,,AQVFD220V,
370,Laptop Dell Latitude 3520,Cấp tạm Lan Vy,15/07/2024,out,1.0,pcs,,,,BR9VKG3,
371,Epson TM-82III,,25/06/2024,out,1.0,pcs,ZV10,,,X7BA014971,
372,Datalogic QW2100,,25/06/2024,out,1.0,pcs,ZV10,,,G22EB04216,
373,PROBOOK 440 G9,"CORE I5-1235U, RAM : 16GB, SSD: 512 GB",25/06/2024,out,1.0,pcs,ZV10,,,5CD236BCT6,
374,TP-Link MR6400 ,,25/06/2024,out,1.0,pcs,ZV10,,,2234111003742,
375,Adapter HP 65W,,25/06/2024,out,1.0,pcs,ZV10,,,,
376,VIETTEL 4G Sim,,25/06/2024,out,1.0,pcs,ZV10,,,1699950701,
377,Laptop Dell Latitude 3520,ZV13 trả về,25/06/2024,in,1.0,pcs,ZV13,,,6XSSKS3,
378,Datalogic QW2100,ZV13 trả về,25/06/2024,in,1.0,pcs,ZV13,,,QW2100,
379,Epson TM-82III,ZV13 trả về,25/06/2024,in,1.0,pcs,ZV13,,,X7B9022758,
380,Epson TM-82III,VE12,24/06/2024,out,1.0,pcs,VE12,,,"X7B9022774 
",
381,Epson TM-82III,VE12 trả về,24/06/2024,in,1.0,pcs,VE12,,,,
382,Laptop Dell Latitude 3520,"Apdater 65W Hard disk: SSD 256Gb Ram: 8Gb CPU: 2200 MHz 11th Gen Intel Core i5-1135G7 @ 2.40GHz
",14/06/2024,out,1.0,pcs,ZV15,,,B65JGL3,
383,Datalogic QW2100,,14/06/2024,out,1.0,pcs,ZV15,,,G21M82792,
384,Epson TM II,,14/06/2024,out,1.0,pcs,ZV15,,,TCEY004688,
385,Modem 4G TP-Link M7350,,14/06/2024,out,1.0,pcs,ZV15,,,2223200001560,
386,mouse logitech,,14/06/2024,out,1.0,pcs,ZV15,,,,
387,Sim Mobi,,14/06/2024,out,1.0,pcs,ZV15,,,8401230450061649,
388,Aruba APIN0303,,28/06/2024,out,1.0,pcs,ZV15,,,CNNZK9T3C8,
389,Unifi Poe injector,,28/06/2024,out,1.0,pcs,ZV15,,,GP-V480-032G,
390,Laptop Dell Latitude 5430,"Intel Core i5 1235U 3.20ghz, SSD: 500gb
RAM : 16gb",24/06/2024,out,1.0,pcs,,nhung.nguyenthihong1,,61N8RQ3,
391,Laptop DellLatitude 3520,3000 MHz 11th Gen Intel Core i3-1115G4,2024-11-06 00:00:00,out,1.0,pcs,,duong.lactuan,,BXSSKS3,
392,Laptop DellLatitude 3520,3000 MHz 11th Gen Intel Core i3-1115G4,2024-11-06 00:00:00,out,1.0,pcs,,binh.ngotieu,,BR9VKG3,
393,Dell Latitude 3520,"Ram 8GB, SSD256Gb, 1400 MHz 11th Gen Intel Core i5-1135G7 ",2024-10-07 00:00:00,out,1.0,pcs,,chau.lehongbao,,"6R4JGL3 
",
394,Canon lbp 2900,,19/07/2024,in,1.0,pcs,,VC04,,NMYA467026,
395,Datalogic QW2100,,19/07/2024,out,1.0,pcs,,ZV14,,G2E85959 ,
396,TP-Link MR6400 ,,19/07/2024,out,1.0,pcs,,ZV14,,223C9L2011651 ,
397,Epson TM-82III,,19/07/2024,out,1.0,pcs,,ZV14,,X7BA002787 ,
398,SIm Viettel 4g,,19/07/2024,out,1.0,pcs,,ZV14,,8984048000927542644 ,
399,HP Probook G9,,19/07/2024,out,1.0,pcs,,ZV14,,5CD2409YYT ,
400,TP-Link MR6400 ,Sóng Nam giao,19/07/2024,in,1.0,pcs,,,,,
401,HP Laser 107A,,22/07/2024,in,1.0,pcs,,VO02,,CNB3R38327,
402,Epson TM-82III,,22/07/2024,out,1.0,pcs,,ZV15,,TCEY004688,
403,Dell Latitude 3520,Adapter    22VN00000040,22/07/2024,out,1.0,pcs,,ZV15,, B65JGL3,
404,Datalogic QW2100,,22/07/2024,out,1.0,pcs,,ZV15,,G21E85723,
405,Modem 4G TP-Link M7350,,22/07/2024,,1.0,pcs,,ZV15,,2223200001560,
406,Sim Mobi 4g,,22/07/2024,out,1.0,pcs,,ZV15,,84012304150061649 ,
407,Dell mouse MOFLUOA,,22/07/2024,out,1.0,pcs,,Minh Ecom,,,
408,Dell mouse MOFLUOA,,22/07/2024,in,1.0,pcs,,,,,
409,Laptop Dell Latitude 5430,Cấp cho Huynh My Danh,23/07/2024,out,1.0,pcs,,Danh,,4TS3SQ3,
410,Laptop Dell Latitude 5430,Thu hồi do màn hình 0 hiển thị,22/07/2024,in,1.0,pcs,,Danh,,42X2SQ3,
411,Ổ SSD 500 Gb,Sóng nam giao,25/07/2024,in,2.0,pcs,,,,,
412,Ổ SSD 500 Gb,Sóng nam giao,25/07/2024,out,2.0,pcs,,,,,
413,Logitech-Wireless mouse,Sóng nam giao,25/07/2024,in,1.0,pcs,,,,,
414,Logitech-Wireless mouse,,25/07/2024,out,1.0,pcs,,Minh,,,
415,Dell Latitude 5430,A An Resigned,26/07/2024,in,1.0,pcs,,,,BJ972T3,
416,Mouse,,26/07/2024,in,1.0,pcs,,,,,
417,Laptop HP Pavilion 15-eg0xxx ,Hư màn hình,2024-01-08 00:00:00,in,1.0,pcs,Trang Khổng,,,5CD250F9ZW ,
418,Laptop Dell Latitude 5420 ,Cấp cho chị trang khổng,2024-01-08 00:00:00,out,1.0,pcs,Trang Khổng,Chị Mai,,5CD108K0PN ,
419,Laptop Dell Latitude 3520,Cấp ZV13 Thăng long,2024-01-08 00:00:00,out,1.0,pcs,Nhung,,,B65JGL3,
420,Datalogic QW2100,Cấp ZV13 Thăng long,2024-01-08 00:00:00,out,1.0,pcs,Nhung,,,G17MA2903,
421,Epson TM-82III,Cấp ZV13 Thăng long,2024-01-08 00:00:00,out,1.0,pcs,Nhung,,,X7BA007405,
422,Sim 4g,Sóng nam giao,2024-01-08 00:00:00,in,2.0,pcs,,,,"8984048000934302050 
8984048000934755086 ",
423,HP 190V,Nhập về từ VI05&VR05,2024-05-08 00:00:00,in,1.0,pcs,VI05&VR05,,,3CQ54013F6,
